,Nobs,Nobs_CORAVEL,Nobs_apf,Nobs_j,Nobs_k,Nobs_lick,Nobs_mcdonald,baseline,baseline_CORAVEL,baseline_apf,baseline_j,baseline_k,baseline_lick,baseline_mcdonald,med_err_CORAVEL,med_err_apf,med_err_j,med_err_k,med_err_lick,med_err_mcdonald,name
417,111,,43.0,59.0,9.0,,,6637.828476000112,,1203.805294000078,5306.647353000008,1009.9622339997441,,,,2.971608284121557,2.8937395336787652,1.921972385448965,,,74156
418,646,,145.0,207.0,24.0,270.0,,11066.847723111976,,1934.763669999782,5306.606417866889,857.9036920000799,7733.796646006871,,,1.5317857660341265,1.2769090446343871,1.286466488167378,3.143677130210828,,75732
419,29,,,9.0,20.0,,,7102.6504589999095,,,5277.694719000254,1532.8946749996394,,,,,1.2278199922117827,1.4165347713298408,,,76909
420,27,,,27.0,,,,367.0125739998184,,,367.0125739998184,,,,,,18.304641052418756,,,,78255
421,29,,,14.0,15.0,,,8008.970380000304,,,5246.922395261936,2381.2874880000018,,,,,1.0094207803548623,1.185020856790763,,,79210
422,30,,,12.0,18.0,,,7574.209184000269,,,4812.09961030446,2381.284744999837,,,,,1.3131255376725803,1.2868171957627783,,,79211
423,514,,198.0,309.0,7.0,,,6495.00029399991,,2176.9742049998604,5252.922893987503,662.1442939997651,,,,1.9983321689053102,0.6090092570248061,1.3262252307287576,,,7924
424,22,,,11.0,11.0,,,7475.691800000146,,,5276.631708000321,1818.0486110001802,,,,,1.0170973456992802,1.3296226636999062,,,80367
425,89,,,60.0,22.0,7.0,,6512.1163820000365,,,5094.01958299987,1174.8285650000907,2884.0953400181606,,,,1.1863968250736754,1.5084346983248396,5.323656083298263,,82943
426,22,,,12.0,10.0,,,6551.0184310004115,,,5409.03945000004,757.9997570002452,,,,,1.169167277346157,1.5068989282486003,,,8328
427,39,,,13.0,26.0,,,6593.939951999579,,,5121.9495129999705,1091.012232999783,,,,,2.602655738869667,1.1734867175222643,,,83443
428,38,,,21.0,,17.0,,3980.0120099177584,,,1138.9975749999285,,1031.8463379177265,,,,1.160432159098824,,5.244858294988141,,8375
429,78,,,48.0,30.0,,,8016.972856000066,,,5145.918099000119,2621.709907999728,,,,,1.1443118447762228,1.2367365594930944,,,8389
430,145,,68.0,59.0,18.0,,,8097.863124999683,,1147.0398840000853,5189.829744999763,2527.1436119996943,,,,1.70753325350631,0.9987153841263385,1.3703216811786059,,,84035
431,87,,29.0,58.0,,,,5311.673890999984,,1597.6596380001865,5311.673890999984,,,,,3.87439295242285,1.7037382291305663,,,,84117
432,274,,142.0,64.0,,68.0,,8791.93615099974,,1836.9147487063892,4474.792150799651,,5544.836765000131,,,2.487446020504251,1.2227578214245676,,4.8900932999985205,,84737
433,65,,,26.0,9.0,30.0,,7482.760232999921,,,5269.751740000211,1762.9923260002397,4086.9989559999667,,,,1.6220218939940128,1.962862515635016,9.14283981189567,,8574
434,51,,,15.0,36.0,,,7260.116302000359,,,4825.872795000207,2212.026157000102,,,,,1.1678159985042793,1.3841296272870727,,,8648
435,273,,123.0,71.0,,79.0,,11686.025407999754,,1805.0354459998198,5306.710080996156,,7891.029771776404,,,2.2185861756632943,1.0592865790112047,,4.7404527459772225,,86728
436,38,,,24.0,14.0,,,7839.642105000094,,,5277.57730200002,2210.8140850001946,,,,,1.1656190088938774,1.3551286956090098,,,87359
437,24,,,13.0,11.0,,,7475.612253000028,,,5277.576998000033,1817.9691669996828,,,,,1.3056580250396412,1.764738378826189,,,87424
438,31,,,19.0,12.0,,,6204.1528509999625,,,5099.151484999806,855.8140050000511,,,,,1.7369333091212826,1.8972315683765704,,,8765
439,112,,,67.0,,45.0,,7404.862540000118,,,4474.872261209879,,4012.9469666089863,,,,1.0893299437733261,,4.044783033586793,,87883
440,31,,,13.0,18.0,,,7701.942734000273,,,5111.1094810003415,2238.778797000181,,,,,1.7024170317035956,1.42576470169777,,,88072
441,89,,,32.0,,57.0,,10987.081811999902,,,4096.880723031703,,8033.99426665483,,,,1.0435701528954415,,5.140320958770726,,88230
442,31,,,11.0,20.0,,,8196.779781999998,,,5261.796183000319,2526.140161999967,,,,,1.57553699698645,1.6852801427390536,,,88725
443,33,,,17.0,16.0,,,8297.18407500023,,,5059.04856600007,2830.140243000351,,,,,1.6915196642048518,1.6512048591373936,,,3074a
444,173,,90.0,67.0,16.0,,,8140.77760617435,,1542.9060959997587,5189.887710174546,2568.9449539999478,,,,2.37795759072584,0.7392825460356864,1.3933824090024314,,,89269
445,71,,,55.0,16.0,,,8228.76094653178,,,5250.010341703426,2598.884942000266,,,,,0.74876892316481,1.260600323443462,,,90156
446,25,,,15.0,10.0,,,6412.670232999604,,,5269.789885999635,892.6246519996785,,,,,1.129302038802472,1.411815181343031,,,9070
447,47,,,23.0,24.0,,,7965.053010999691,,,5029.141274999827,2609.8520019999705,,,,,1.0259735462820205,1.1893413007412195,,,90711
448,26,,,9.0,17.0,,,7071.611614000052,,,5224.757737000007,1520.787684999872,,,,,1.3186989528515978,1.3748756731596206,,,90722
449,53,,,41.0,12.0,,,7416.689742999617,,,5246.726028000005,1844.8493749997579,,,,,0.9827772222622506,1.1735438135171279,,,90875
450,39,,,12.0,13.0,14.0,,6956.940605000127,,,5111.063742000144,1465.0603590002283,2950.9100069999695,,,,1.3643498441121356,1.4659372113020321,7.100919269444991,,91204
451,48,,,48.0,,,,5249.753920999821,,,5249.753920999821,,,,,,1.3717073654623282,,,,92719
452,89,,,24.0,25.0,40.0,,7818.8329089996405,,,5281.597673999611,1465.0601389999501,3333.9212179998867,,,,1.1721934999974462,1.3161261939865174,6.393933843493453,,92788
453,21,,,10.0,11.0,,,6478.292233000044,,,5121.973460000008,966.2976270001382,,,,,1.2016183778643608,1.4768400448864862,,,9331
454,30,,,10.0,20.0,,,8160.658660999965,,,5224.746160999872,2526.1002549999394,,,,,1.468907726922942,1.5346939666987724,,,93745
455,434,,191.0,231.0,12.0,,,7638.89041100163,,2177.113553875126,5252.718557727989,1791.0164930000901,,,,1.9689173945515546,0.6438198807269664,1.299715232055402,,,9407
456,66,,,41.0,25.0,,,8027.014984999783,,,5155.034070999827,2621.710670999717,,,,,1.2520291760758566,1.4723857722167708,,,4747
457,38,,,38.0,,,,1887.8328570001759,,,1887.8328570001759,,,,,,1.6174404068421993,,,,9446
458,421,,132.0,64.0,,225.0,,11602.104707000311,,1971.8452490000054,3629.8901029997505,,8353.026307589374,,,2.2247548094763996,1.2725958678733342,,4.252481670169378,,95128
459,125,,78.0,27.0,20.0,,,8315.791768698953,,2094.0190306990407,5271.685840999708,2559.02290500002,,,,2.756041756483783,1.3337207436019471,1.3794154517484056,,,9562
460,32,,,15.0,17.0,,,6951.91950700013,,,5134.000665000174,1496.023194000125,,,,,1.1320256020585502,2.0158701016320926,,,95650
461,466,,232.0,150.0,30.0,54.0,,11659.00124100037,,2112.0210550003685,5276.934670077637,2415.2513430002145,7906.217343000229,,,1.8154999365972346,0.8211480904123303,0.8816109121022936,5.292067025906151,,95735
462,29,,,29.0,,,,1720.0573459998704,,,1720.0573459998704,,,,,,1.3901916064896096,,,,96612
463,31,,,14.0,17.0,,,8089.941226999741,,,5111.0611459999345,2598.902499999851,,,,,4.123836593555495,1.408119516980182,,,96700
464,302,,173.0,97.0,19.0,13.0,,10027.78620593762,,2087.6118461587466,5280.698704000097,2581.9696990000084,6216.964967000298,,,1.485525236249218,0.9955847568364348,1.281143403284578,7.229469241755777,,97101
465,78,,,52.0,26.0,,,8231.597825999837,,,5252.635721857194,2762.647731000092,,,,,1.0606071112088515,1.2076744470836165,,,97343
466,384,,156.0,208.0,20.0,,,8187.655263133347,,1802.7779740002006,5252.559584620409,2608.7721059997566,,,,2.167838705787927,0.65986025129226,1.4166807182981271,,,97658
467,570,,207.0,41.0,,322.0,,11635.044112361502,,2175.958493361715,1918.8447380000725,,8181.765170390252,,,3.5180502992726197,2.072493728677906,,7.155429100607574,,9826
468,79,,,62.0,17.0,,,8188.632401000243,,,5281.615757999942,2555.909363000188,,,,,1.1886669734270336,1.3434488274462013,,,98281
469,25,,,12.0,13.0,,,7778.838557000272,,,5217.844437000342,2180.1772219999693,,,,,1.2734946106744918,1.433666293065407,,,98618
470,49,,,15.0,34.0,,,7319.183102901094,,,4920.669797909446,2009.7087149997242,,,,,3.3362471014278046,1.5569407349614006,,,99109
471,146,,20.0,98.0,28.0,,,8232.615687999874,,1517.9046050002798,5253.594871705864,2598.8775229998864,,,,2.4604982167042477,1.032663161718568,1.245452934385001,,,99491
472,119,,,78.0,41.0,,,8189.652146999724,,,5312.608374000061,2734.6808219999075,,,,,0.921992691694334,1.5091652023026234,,,99492
473,93,,,73.0,20.0,,,7726.962478000205,,,4927.603867000435,2390.3791200001724,,,,,1.2059986175438515,1.4349433338785653,,,9986
474,46,,,7.0,39.0,,,8017.057138000149,,,5144.920493999962,2622.775104000233,,,,,1.2621738360457522,1.5260259247336994,,,225261
475,52,,,7.0,45.0,,,8001.079224000219,,,5128.949641000014,2622.8183220000938,,,,,1.2153976005750842,3.9466372211533924,,,1388
476,21,,,7.0,14.0,,,6242.997057000175,,,5100.010518000461,753.9711919999681,,,,,1.1145943276336312,1.580726284111134,,,8038
477,24,,,14.0,10.0,,,6982.024882000405,,,5111.995602651499,1465.033842000179,,,,,1.6667814089237671,1.2878312832313967,,,10436
478,15,,,,15.0,,,2386.3045719997026,,,,2386.3045719997026,,,,,,1.4869252939779283,,,11020
479,20,,,9.0,11.0,,,7339.036204000004,,,4981.373379999772,1885.8392820004374,,,,,1.266420607161491,1.4231850891279711,,,16287
480,17,,,,17.0,,,2274.6741320001893,,,,2274.6741320001893,,,,,,2.759062920691242,,,16623
481,26,,,11.0,15.0,,,7134.308729999699,,,5120.996692999732,1763.0719559998251,,,,,1.2772560900129255,1.4124898970849722,,,17660
482,28,,,,28.0,,,2623.8316899999045,,,,2623.8316899999045,,,,,,1.5171104879021207,,,19034
483,16,,,,16.0,,,1196.659641018603,,,,1196.659641018603,,,,,,1.6642180463697276,,,21313
484,21,,,8.0,13.0,,,6235.944578000344,,,5130.924438999966,763.8913660002872,,,,,0.9674328765056819,1.5343207597227193,,,22282
485,35,,,21.0,14.0,,,8027.914429999888,,,5252.634568999987,2435.1308570001274,,,,,1.431056416009406,1.672113382797213,,,24365
486,22,,,11.0,11.0,,,7140.349049999844,,,5065.132325999904,1672.2750569996424,,,,,1.6086122400804401,1.5037962815649069,,,24451
487,22,,,7.0,15.0,,,8110.839094999712,,,5236.763573999982,2532.025105000008,,,,,1.4684836755505999,1.5737400322248132,,,28187
488,21,,,8.0,13.0,,,6574.0052670002915,,,5125.98842700012,1105.0173840001225,,,,,1.0906942727517177,1.436634873633504,,,29528
489,23,,,12.0,11.0,,,8001.037380000111,,,5125.973294000141,2532.0286110001616,,,,,1.4378785300059675,1.320225936168366,,,31560
490,23,,,7.0,16.0,,,7055.779749999754,,,5260.804148999974,1501.7851619999856,,,,,1.3187009222141535,1.7294383450994482,,,36308
491,31,,,7.0,24.0,,,7964.154054000042,,,5081.038185999729,2568.939410000108,,,,,1.2915703505701905,1.5885694825015269,,,37213
492,24,,,15.0,9.0,,,5851.981742000207,,,5086.062100999989,480.71510400017723,,,,,1.6031211584520146,1.618773009591905,,,40647
493,27,,,7.0,20.0,,,7927.210187266581,,,5086.756930432748,2609.9581612665206,,,,,1.020438989305813,1.321246292371088,,,42250
494,27,,,8.0,19.0,,,7778.832962000277,,,5278.673355000094,2206.8770830002613,,,,,1.122470001198471,1.3965819685333998,,,58781
495,34,,,7.0,27.0,,,8047.005514999852,,,5139.9690099996515,2526.192070624791,,,,,1.2744375592126893,1.4943243660180923,,,71334
496,27,,,12.0,15.0,,,7752.62991899997,,,5256.66878500022,2180.8459259998053,,,,,5.238138246334419,1.3586384345823246,,,71881
497,20,,,8.0,12.0,,,6216.90750099998,,,4730.037895000074,1105.9731009998359,,,,,2.572514612675847,3.1474579287517397,,,233641
498,49,,,7.0,25.0,17.0,,6647.963807000313,,,4811.995597000234,1629.691261,3014.7872259998694,,,,1.0031928112117925,1.473168215696376,5.591828908969967,,87836
499,46,,,8.0,38.0,,,8072.934458999895,,,5065.087445000187,2626.791793999728,,,,,1.4383746318123192,1.3793900477945362,,,88218
500,21,,,7.0,14.0,,,7663.021062999964,,,4756.022671000101,2609.017628000118,,,,,1.576225152366313,1.5256759690194632,,,88371
501,43,,,16.0,27.0,,,7687.896466000006,,,4724.96879200032,2583.842244999949,,,,,1.4410728622017128,1.92508236313583,,,89391
502,37,,,16.0,21.0,,,8240.616142999846,,,5261.782567000017,2626.762141000014,,,,,1.258600717570491,1.2554475485302017,,,90125
503,19,,,,19.0,,,2614.0755089996383,,,,2614.0755089996383,,,,,,1.684882011572782,,,102158
504,17,,,,17.0,,,2583.89318299992,,,,2583.89318299992,,,,,,1.371712780107224,,,103432
505,20,,,8.0,12.0,,,6746.655196999665,,,5167.810937999748,1171.8796529998071,,,,,1.4876618781356599,2.177195828944195,,,103829
506,16,,,,16.0,,,1193.8242700002156,,,,1193.8242700002156,,,,,,1.4865053358748992,,,105618
507,22,,,,22.0,,,1873.9362500002608,,,,1873.9362500002608,,,,,,1.655690189956403,,,115589
508,20,,,7.0,13.0,,,6753.30517499987,,,5110.031864000019,1290.3444679998793,,,,,1.0878720460556182,1.6297798334415015,,,118914
509,26,,,8.0,18.0,,,8070.853394000325,,,5191.8128270003945,2607.785589999985,,,,,1.6202934959919841,1.852800983900696,,,129010
510,23,,,8.0,15.0,,,7753.71884300001,,,5377.078299000394,2155.0655439998955,,,,,1.0580291785111058,1.3553937789543349,,,129814
511,18,,,,18.0,,,2904.007929000072,,,,2904.007929000072,,,,,,1.55000421599112,,,130871
512,26,,,8.0,18.0,,,8197.606568999588,,,5234.70355999982,2690.6647099996917,,,,,1.633578497479695,1.6950411331954975,,,131117
513,25,,,,25.0,,,2649.7487149997614,,,,2649.7487149997614,,,,,,1.319697032863392,,,131509
514,17,,,,17.0,,,2170.0225579999387,,,,2170.0225579999387,,,,,,3.1600083740933127,,,134440
515,50,,,,50.0,,,2633.8312150002457,,,,2633.8312150002457,,,,,,3.0286048869322224,,,134439
516,17,,,,17.0,,,2801.331759000197,,,,2801.331759000197,,,,,,1.716271284195705,,,136834
517,23,,,,23.0,,,2634.7518750000745,,,,2634.7518750000745,,,,,,1.6874482202865537,,,138549
518,21,,,8.0,13.0,,,7317.826071999967,,,5201.777391000185,1842.875521000009,,,,,1.1482121673380523,1.3368783221321314,,,138776
519,22,,,9.0,13.0,,,7276.0714620002545,,,5377.1162189999595,1736.298993000295,,,,,1.4938109192904627,2.433195806435145,,,139457
520,26,,,,26.0,,,2801.1954739997163,,,,2801.1954739997163,,,,,,1.322616871001291,,,143291
521,16,,,,16.0,,,2524.054086000193,,,,2524.054086000193,,,,,,2.049821812067849,,,144988
522,25,,,7.0,18.0,,,8047.984343999997,,,5085.0026309997775,2795.2542830002494,,,,,1.2562967347113905,2.134610996434862,,,145809
523,38,,,5.0,33.0,,,8102.652256732807,,,5101.965844733175,2633.8292239997536,,,,,0.9482611159957614,1.2012598853673293,,,147231
524,30,,,,30.0,,,2524.0424999999814,,,,2524.0424999999814,,,,,,1.4431287087815043,,,146775
525,35,,,,35.0,,,2801.291319000069,,,,2801.291319000069,,,,,,1.6064618442216474,,,150433
526,17,,,,17.0,,,2524.047695999965,,,,2524.047695999965,,,,,,1.4666129343857168,,,150698
527,24,,,7.0,17.0,,,8102.752185000107,,,5218.788528000005,2633.8379170000553,,,,,0.9726575268067271,1.3042832602137155,,,151877
528,19,,,,19.0,,,2905.99151599966,,,,2905.99151599966,,,,,,1.4669920116987107,,,151995
529,24,,,6.0,18.0,,,8101.792379999999,,,5218.755146000069,2632.829304999672,,,,,1.5172635329184494,1.611344784217406,,,152792
530,46,,,,46.0,,,2795.209038999863,,,,2795.209038999863,,,,,,1.3148667162187841,,,156365
531,32,,,8.0,24.0,,,8026.058201000094,,,5063.159971000161,2796.234769000206,,,,,1.1231870294246304,1.286376436563259,,,156826
532,25,,,7.0,18.0,,,7742.820418999996,,,4777.888786999974,2878.0978010003455,,,,,0.9972154171548563,1.1159767998649515,,,157881
533,24,,,,24.0,,,2113.057963000145,,,,2113.057963000145,,,,,,3.354848822547509,,,159063
534,30,,,,30.0,,,2634.80517399963,,,,2634.80517399963,,,,,,1.7767737298723656,,,160693
535,18,,,,18.0,,,2796.2365049999207,,,,2796.2365049999207,,,,,,1.4268090730162661,,,161848
536,39,,,7.0,32.0,,,8097.7680529998615,,,5098.909742000047,2633.8437850000337,,,,,1.1768902886090384,1.3800696687432008,,,164507
537,21,,,7.0,14.0,,,6319.733325999696,,,5141.835744999815,1090.9623610000126,,,,,1.8197349926401307,2.9671617734182023,,,167216
538,24,,,8.0,16.0,,,7692.818310898263,,,5169.865857898258,2223.8859369996935,,,,,1.475084636464252,1.6111065320815166,,,167389
539,29,,,9.0,20.0,,,8339.220025999937,,,5384.362352999859,2788.2333789998665,,,,,1.971184675314452,2.1394082818427096,,,167665
540,41,,,,41.0,,,2605.9671990000643,,,,2605.9671990000643,,,,,,1.3995850100760983,,,170174
541,24,,,,24.0,,,2906.005834857002,,,,2906.005834857002,,,,,,1.3047173633953295,,,171067
542,26,,,7.0,19.0,,,8339.193955000024,,,5383.2965130000375,2870.0819100001827,,,,,1.1391309283678719,1.3702465056182895,,,171665
543,15,,,,15.0,,,2513.1919909999706,,,,2513.1919909999706,,,,,,1.5089359480811118,,,172310
544,44,,,,44.0,,,2647.777431000024,,,,2647.777431000024,,,,,,1.490532946697281,,,172513
545,21,,,6.0,15.0,,,7078.655075999908,,,5154.046702098567,1840.9246180001646,,,,,1.0174440116120316,1.6629479702324548,,,173818
546,93,,,63.0,30.0,,,8061.978937999811,,,5106.144215999637,2870.0532979997806,,,,,1.173147142587532,1.7468212082320274,,,175541
547,20,,,8.0,12.0,,,6935.063701999839,,,5104.059893999714,1771.1964230001904,,,,,1.633177591903708,2.782904674148929,,,230409
548,19,,,,19.0,,,2870.0947110001,,,,2870.0947110001,,,,,,1.3783263700418127,,,176982
549,20,,,8.0,12.0,,,6568.122013000306,,,5121.0983330002055,1361.1915040002204,,,,,1.2312979631839234,1.9569660554568211,,,230999
550,14,,,,14.0,,,1808.160613999702,,,,1808.160613999702,,,,,,2.029769971559598,,,180684
551,22,,,6.0,16.0,,,7049.710818000138,,,5151.797948000021,1812.0419090003707,,,,,0.8116975383028553,1.2232056596477785,,,181234
552,32,,,7.0,25.0,,,8114.681013100315,,,5150.859261000063,2903.9890901003964,,,,,0.9791156966385314,1.8015334259233209,,,183870
553,23,,,,23.0,,,2815.319223999977,,,,2815.319223999977,,,,,,2.2104654315694723,,,185295
554,76,,,8.0,36.0,32.0,,7357.922574999742,,,3674.9305349998176,1503.8863079999574,2951.858787999954,,,,1.719678635342738,1.7889807089879728,8.488828861614921,,187897
555,15,,,,15.0,,,1812.0239120000042,,,,1812.0239120000042,,,,,,2.1677384410521503,,,188510
556,22,,,,22.0,,,2375.339259999804,,,,2375.339259999804,,,,,,1.6407553787041884,,,189625
557,29,,,7.0,22.0,,,8100.89974785829,,,5101.95227185823,2648.755011000205,,,,,1.2275263215657581,1.7068436046409619,,,192020
558,23,,,8.0,15.0,,,6891.186296000145,,,5099.215856021736,1427.1673270002939,,,,,1.3335729191731933,1.606884506842604,,,192344
559,15,,,,15.0,,,1772.1718990001827,,,,1772.1718990001827,,,,,,3.327026402094431,,,193901
560,35,,,5.0,30.0,,,6772.576212999877,,,4563.714234000072,1840.929825999774,,,,,13.035359131582922,2.6106230059963202,,,200565
561,26,,,7.0,19.0,,,8077.925361999776,,,4894.67114900006,2830.167800999712,,,,,1.4461151272796793,1.6685077664123178,,,200538
562,21,,,8.0,13.0,,,6237.094376999885,,,4782.9893769999035,1101.0100460001267,,,,,6.739750689075979,8.195446949763845,,,201203
563,20,,,,20.0,,,1838.9815159998834,,,,1838.9815159998834,,,,,,3.3913053209392925,,,206387
564,23,,,7.0,16.0,,,7347.947258000262,,,4727.988554000389,2212.8185999998823,,,,,1.1276821258466834,1.252820477552048,,,207874
565,43,,,8.0,20.0,15.0,,7431.879447999876,,,4832.752468999941,2127.059594999999,2952.0007750000805,,,,1.8661588158738447,2.097882995920761,10.947936549834225,,209875
566,22,,,,22.0,,,1101.8665739996359,,,,1101.8665739996359,,,,,,1.5320574353905405,,,210312
567,17,,,,17.0,,,1403.1235179998912,,,,1403.1235179998912,,,,,,1.5095623882036646,,,210392
568,10,,,10.0,,,,5051.293284999672,,,5051.293284999672,,,,,,1.330781560125236,,,,210460
569,71,,,8.0,63.0,,,8159.738553999923,,,5197.862060999963,2919.8934260001406,,,,,1.1774822519970496,1.1761680312152674,,,211038
570,69,,,43.0,26.0,,,5878.129975000396,,,5054.234165000264,682.0902430000715,,,,,1.1452990846190163,1.7170920624551234,,,212291
571,41,,,7.0,34.0,,,8278.305587999988,,,5404.10035600001,2814.3105679997243,,,,,1.1084220625541832,1.4550988259872564,,,212801
572,27,,,7.0,20.0,,,8069.961997000035,,,4832.8063950003125,2814.286284999922,,,,,1.3403768857670377,1.2550128272996177,,,213628
573,31,,,7.0,24.0,,,8069.942154999822,,,4832.778012000024,2830.153483999893,,,,,1.4095935143233593,1.410912354361401,,,217004
574,14,,,,14.0,,,1100.9559260001406,,,,1100.9559260001406,,,,,,1.9991970484256494,,,218168
575,33,,,8.0,25.0,,,7933.125079732388,,,5046.109894732479,2480.98027799977,,,,,1.48301429734722,1.4365149399226482,,,218209
576,20,,,,20.0,,,543.6892240000889,,,,543.6892240000889,,,,,,1.6122092407252318,,,219542
577,19,,,,19.0,,,1101.945000000298,,,,1101.945000000298,,,,,,1.5450420416946933,,,222697
578,30,,,,30.0,,,2830.180810000282,,,,2830.180810000282,,,,,,1.2571913545840485,,,223498
579,27,,,,27.0,,,2622.7668059999123,,,,2622.7668059999123,,,,,,1.428894607497661,,,223691
580,74,,,26.0,48.0,,,7997.064044000115,,,4758.962654999923,2829.1018860000186,,,,,1.0655129788952777,1.272856009341489,,,6734
581,31,,,24.0,7.0,,,6325.619663999882,,,5392.975994999986,737.9471180001274,,,,,1.313151182125336,1.3794897178894745,,,115404a
582,46,,15.0,15.0,16.0,,,8071.8290810002945,,1232.796895999927,5121.933306000195,2567.959826000035,,,,2.90795514038195,1.3404763763355954,1.3616104981738812,,,88986
583,29,,,17.0,12.0,,,6891.008266000077,,,5409.072027999908,1097.961968000047,,,,,1.0069680185384886,1.4988538818665291,,,38a
584,51,,,32.0,19.0,,,7783.8786839996465,,,5148.971231000032,2574.9040509997867,,,,,2.1297870387372395,1.8035826298856792,,,239960
585,288,,130.0,100.0,58.0,,,8316.00709699979,,2142.102837000042,5252.768011999782,2842.1440859995782,,,,1.9483199492792385,1.0739737566143455,1.1981536294093962,,,11964a
586,74,,31.0,14.0,29.0,,,8282.20800599968,,1767.9991139997728,4370.944908999838,2904.040937999729,,,,2.4931278633283624,1.0929450893792416,1.3137946901357584,,,135101a
587,33,,,11.0,22.0,,,8142.692715000361,,,5269.697368000168,2620.7430560002103,,,,,1.2993409203787736,1.3082123522849867,,,13612b
588,109,,13.0,89.0,7.0,,,6325.699157000054,,393.76467100251466,5394.0565059999935,768.9918060000055,,,,2.0686776859911746,0.9972184993686405,2.0503929176622693,,,140538a
589,90,,,57.0,33.0,,,8233.323441999964,,,5269.320293999743,2796.2244330001995,,,,,1.3463862989924582,1.2887923064614468,,,145958a
590,78,,,42.0,36.0,,,7712.920940999873,,,4748.924101000186,2796.222592999693,,,,,1.2618691840613185,1.2923832088389493,,,145958b
591,70,,,49.0,21.0,,,8102.866856941488,,,5220.833477941342,2633.8423140002415,,,,,1.303209238630176,1.5467523551091908,,,146362b
592,24,,,11.0,13.0,,,6712.740761000197,,,4962.644962000195,1499.976274000015,,,,,0.7665197336198893,1.2570059742416366,,,147379a
593,28,,,16.0,12.0,,,6615.906543000136,,,4865.82503800001,1499.9754510000348,,,,,1.207592261593516,2.2113692472809063,,,147379b
594,45,,,32.0,13.0,,,6958.157823000103,,,4748.096537999809,1838.0854400000535,,,,,1.0586801180651073,1.3824114244694137,,,178911b
595,33,,,13.0,20.0,,,8143.728507000022,,,5269.664259000216,2623.7981139998883,,,,,1.767816046657014,1.5558570796392108,,,21019a
596,77,,,42.0,35.0,,,8281.23191699991,,,5094.948905451689,2831.1376280002296,,,,,1.004871299040135,1.1929076060621424,,,219834b
597,43,,,24.0,19.0,,,6606.919128000271,,,5124.973226000089,1167.7512150001712,,,,,0.7963277738943049,1.7011108535700763,,,38b
598,66,,,46.0,,20.0,,9235.972482000012,,,5189.871837999672,,2190.215731000062,,,,0.9749702842131556,,7.747441611905009,,4614b
599,22,,,10.0,12.0,,,6550.999846999999,,,5408.037705999799,892.7163080000319,,,,,3.806683991121446,4.809923828857119,,,6872a
600,30,,,19.0,11.0,,,8143.802809000015,,,5271.689393999986,2560.081238999963,,,,,1.3515471781529242,1.7106730984237681,,,9540a
601,27,,,27.0,,,,5280.697811000049,,,5280.697811000049,,,,,,1.2625548160499303,,,,97101b
602,22,,,22.0,,,,314.0145800001919,,,314.0145800001919,,,,,,3.6529261455744857,,,,bd+312447
603,59,,,59.0,,,,2295.751290000044,,,2295.751290000044,,,,,,1.8735867316433412,,,,gj3470
604,69,,,69.0,,,,661.1203619996086,,,661.1203619996086,,,,,,1.1463391719556997,,,,gj9827
605,36,,,26.0,10.0,,,6953.9970980002545,,,5124.119934000075,1444.0190739999525,,,,,1.2948609773784199,2.03726320288579,,,gl109
606,40,,,28.0,12.0,,,7582.057188999839,,,5020.102467000019,2210.7935179998167,,,,,1.3606386872557508,1.8893784626999746,,,gl2066
607,40,,,28.0,12.0,,,7549.1355410004035,,,5086.974442000035,2085.1002890001982,,,,,1.398893664752895,2.275199640138935,,,gl226
608,58,,,46.0,12.0,,,7557.161056000274,,,5028.201958999969,2084.1747680003755,,,,,1.3366531270002295,1.922749510831102,,,gl239
609,31,,,31.0,,,,4846.836411000229,,,4846.836411000229,,,,,,1.2731104281783205,,,,gl250b
610,42,,,18.0,24.0,,,6783.294721999671,,,5126.03240699973,1407.1025109998882,,,,,1.4677118005575445,3.0478984862605314,,,gl26
611,42,,,42.0,,,,5122.90320800012,,,5122.90320800012,,,,,,2.0335378654554517,,,,gl317
612,47,,,35.0,12.0,,,7807.798589000013,,,5277.677443999797,2149.1452770000324,,,,,1.599602454757967,2.6444535786466856,,,gl357
613,39,,,21.0,18.0,,,7819.345620000269,,,5057.959879000206,2410.1990280002356,,,,,0.9670686720012985,1.513382359413579,,,gl382
614,39,,,21.0,10.0,8.0,,8621.365807999857,,,3301.9516179999337,980.0258559999056,3135.345358000137,,,,0.8576304716881306,1.8697991351517764,18.752935248573223,,gl388
615,53,,,35.0,18.0,,,7505.288137000054,,,4715.099931000266,2438.089873000048,,,,,1.1119925162017947,1.7809651318094808,,,gl393
616,41,,,25.0,16.0,,,7450.770081999712,,,5280.806528999936,1844.8483099997975,,,,,1.151059187913053,1.370559293870959,,,gl397
617,54,,,37.0,17.0,,,7952.09355599992,,,5189.83781500021,2469.2597340000793,,,,,1.245539183013431,1.975303665031806,,,gl408
618,98,,,73.0,17.0,8.0,,9843.031719000079,,,5121.861816857941,2471.322395999916,1789.0782979996875,,,,0.9575733735360195,1.5285793369566127,12.901222335565866,,gl412a
619,34,,,24.0,10.0,,,7359.904884999618,,,5190.840231999755,1818.0019910000265,,,,,1.1891938140603013,2.0725355858000514,,,gl433
620,55,,,41.0,14.0,,,7651.990614000242,,,5093.128438999876,2177.9655200000852,,,,,1.5309514297608309,2.680403534182747,,,gl445
