,Unnamed: 0,Unnamed: 0.1,P,e,M0,w,K,v0,dv0_1,wmod,M,a
99,99,99,14756.823289697357,0.5084213693714734,2.880605748889857,-2.4121982361104752,31.659928322524845,40.462139605594075,-5.919665324448012,0.7293944174793179,3.2117722187294486,11.633085596589309
100,100,100,14887.66325873492,0.4588516790961904,2.7606820988281298,-2.7877225675860577,27.60691844387011,36.65952064955359,-3.900334790128511,0.3538700860037354,2.783583008565881,11.467916585876754
101,101,101,14686.28089560083,0.4368661175275029,2.7456444431534046,-2.8903378431980262,27.24862055826095,35.776387275826195,-4.501980659542483,0.2512548103917669,2.841690191794098,11.512642700203935
102,102,102,17073.566766872445,0.5551007161252395,2.578506138068261,-2.1761698353267867,38.24647522978663,47.321531113065745,-4.087197914805574,0.9654228182630064,4.200683980264498,13.247421863982344
103,103,103,29675.298168471847,0.6778780229524796,1.5647204652851905,1.308860164623303,67.57924364757183,76.68901242683283,-5.3673081809629,1.308860164623303,7.5509275852260185,18.737249846143076
104,104,104,11809.674633664636,0.4301350678175728,-2.803846564559185,0.4286909499978235,26.863880785506602,34.118190940319906,-5.815770135651539,0.4286909499978235,2.921920029430666,10.524258442037551
105,105,105,21970.862045120502,0.5539559195648955,1.858952857792556,0.260666346702791,29.92796311398181,43.46131076890174,-4.1531109148437055,0.260666346702791,3.7255545867342015,15.99139362931793
106,106,106,12118.1998414199,0.4519071627922416,-2.7894833743163625,-2.48866709186442,28.114046467927945,35.190664932155144,-4.83586365695247,0.6529255617253731,2.8931373089474848,10.431665523181696
107,107,107,16936.358310601994,0.4752693733231714,2.4687390136147904,-2.6786592664322013,30.22473196057933,40.29947439395988,-4.131017552065924,0.4629333871575918,3.4483993301305396,13.075118299050446
108,108,108,40241.19547261206,0.7029395992324916,1.1161681101038852,-2.1850031245398576,54.91821492668523,74.50498580919252,-5.022076440247648,0.9565895290499355,7.014988314486534,23.71863562444999
109,109,109,32570.329509086085,0.6374465960109383,1.2947384356823657,0.5092073886806556,38.29554018839677,56.94481370028658,-4.79431766128325,0.5092073886806556,4.753323487384361,20.209747016439895
110,110,110,16362.099437974824,0.4904721584258993,2.6348443976010083,-2.420898119074702,32.56536903543645,42.00957717036878,-4.94808474864371,0.7206945345150912,3.4779043258836566,12.493593708466724
111,111,111,22061.82098853291,0.588556815717827,1.8867915816475875,0.484399645795635,32.175269422257706,45.83009830280978,-5.157706363369454,0.484399645795635,3.527323803884296,15.260335747642593
112,112,112,16870.593547337216,0.5140023667508102,2.4839738769435544,0.5391311085907309,30.84213348914973,41.858394582640216,-5.8845508994310425,0.5391311085907309,3.258874015412444,12.718812991864116
113,113,113,13757.4595585778,0.4819923404009117,3.100886464231932,-2.4359962393627166,29.78868305061505,38.07918041120085,-5.654817995704766,0.7055964142270765,3.327013986186488,11.683830475748977
114,114,114,10115.544747536478,0.4163335615073286,-2.083489996487516,-2.3665886476231535,27.210913015356894,31.92434473672078,-5.191606486869198,0.7750040059666405,2.6996736387727007,9.269496504261715
115,115,115,12200.441654686914,0.4141032804237865,-2.7930872397503497,0.6763722510649925,28.18332935090087,34.69197819388349,-4.947970278412479,0.6763722510649925,2.977082766642432,10.498361710693796
116,116,116,11433.759399330942,0.4441507414564649,-2.5675377814933307,-2.3863390257913406,28.264150307180728,34.180920054284066,-5.826693436905233,0.7552536277984525,2.698246681025082,9.73834131871724
117,117,117,21886.2080655016,0.5673307929825667,1.856485715086732,0.2783893560661101,30.36338948106123,44.25728850340225,-5.58555769225642,0.2783893560661101,3.707798579586475,15.894579330845758
118,118,118,21976.843436510026,0.5764721839308583,1.8856018772799361,-2.6796904228163734,32.650248438504896,46.59849143432717,-4.973973754260488,0.4619022307734197,3.6560245638769855,15.311294153678395
119,119,119,19467.616753272374,0.5371346929756522,2.0871034000887243,0.28634493568495856,29.445477281414203,41.60341771472035,-5.067674824794889,0.28634493568495856,3.3587850088804494,14.315501191875013
120,120,120,13465.13009430636,0.5024251795223086,-3.1213121763343854,0.779329987534155,31.2376354400651,38.80315805724535,-5.529162506484166,0.779329987534155,3.379076447940934,11.451500480062657
121,121,121,16027.31304330416,0.4523184289874692,2.5808354634836457,-2.7908831637310927,28.338565312164054,38.12335513425392,-4.2650268289981605,0.35070948985870043,3.402415254358304,12.959778912034125
122,122,122,12619.57467180714,0.4540272511608662,-2.904433244999177,-2.404393944766155,29.50350488478579,36.40015601521174,-5.157684781094424,0.7371987088236382,3.238940200028599,11.00173394801477
123,123,123,15385.806969673991,0.4781640825425972,2.6936909328620686,-2.696073975292518,29.131855588961464,38.4955114010507,-4.364513748175467,0.4455186782972751,3.1676621346121823,12.177028910005822
124,124,124,20593.97982185664,0.553560812493032,2.0322644917050208,-2.6097955501104404,33.109652554168036,45.956145741013,-5.631244571366558,0.5317971034793527,3.9761867984717174,15.20420007062572
125,125,125,17750.419780494984,0.5436788542196536,2.315755762576628,0.4550911024990554,30.899580402018408,42.550175295383156,-5.7142804325580965,0.4550911024990554,3.4842731178328603,13.625022530985461
126,126,126,48963.522625676436,0.7083214556507795,0.8747079969945606,-2.5309732712896005,45.01532194221436,67.84016119267771,-4.8956727450156015,0.6106193823001926,6.063952045847591,26.969662073956492
127,127,127,23153.947316249876,0.6014541559064698,1.8453021043415043,-2.444222152894598,37.098704964583504,51.18906494272974,-4.570890322442848,0.6973705006951949,3.895392410899501,15.391131610286129
128,128,128,15127.652374194502,0.5059738966982987,2.7863073237013816,0.6201353828132179,30.13278854210013,39.736698181427776,-5.154118744099493,0.6201353828132179,3.1507769067585656,11.947941732234817
129,129,129,13801.671977567983,0.4879180980762416,3.1055903813814814,0.7814898608653595,31.54774273060033,39.611923618257386,-6.068964358433566,0.7814898608653595,3.1414608757048033,11.0707722885338
130,130,130,12977.58851037443,0.4695039300216709,-3.076912853328204,-2.5751053105172352,28.63711767111312,36.50484209704084,-6.024980451826049,0.5664873430725579,3.16773322036645,11.25002311800788
131,131,131,20201.928794061736,0.5529945987997751,2.0709003385488884,-2.625314024966462,32.821061477158906,45.57954983379538,-4.355318143281694,0.516278628623331,3.935486680925344,15.043838047297093
132,132,132,15259.204122522608,0.4654711675729681,2.782247319754876,-2.5375605958223333,29.90466552906645,39.24678885889361,-4.975780060970608,0.6040320577674598,3.509319447519837,12.549626854869105
133,133,133,21589.743142307936,0.5810299605504479,2.03263139717978,-2.3075460918145447,38.77889106512525,51.732544406476535,-4.449262099049322,0.8340465617752484,4.3095578107622705,15.14856977901413
134,134,134,52463.683348984494,0.736295155455568,0.8095240805899873,0.5375527769695942,41.51437532843285,65.39140797753065,-4.7895021669287665,0.5375527769695942,5.4519235995056246,28.153318838225026
